gnbid,type,timestamp,MM5G_NULL,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING
0000000941,1,1686425978620018700,0.044032,0.51328,0.045568,240.5696,332.150272,353.291008
0000000867,1,1686425978815824400,0.051456,0.489984,0.05248,59.800064,174.570496,195.621632
0000000942,1,1686425978820183800,0.05504,0.613888,0.056064,56.634624,173.399296,194.558208
0000000868,1,1686425979015997200,0.047616,0.44672,0.04864,201.275136,316.51584,337.502208
0000000943,1,1686425979020369200,0.04864,0.485888,0.049664,194.930688,289.862656,311.049728
0000000869,1,1686425979216156000,0.044544,0.654848,0.045568,29.27744,155.600384,176.826624
0000000944,1,1686425979220542500,0.03584,0.494592,0.036608,36.930304,148.970496,170.161664
0000000870,1,1686425979416430600,0.096,0.692992,0.097536,176.451072,245.722112,266.717184
0000000945,1,1686425979420894700,0.033536,0.393728,0.034048,168.516608,238.027776,259.16288
0000000871,1,1686425979616696800,0.043008,0.606976,0.043776,60.902912,132.492032,153.528576
0000000946,1,1686425979620830200,0.028416,0.456192,0.029184,55.072512,127.05792,148.114944
0000000872,1,1686425979816900600,0.029696,0.502016,0.030464,157.961984,232.92544,254.049792
0000000947,1,1686425979821012500,0.044544,0.470016,0.047104,154.465024,229.757952,251.496448
0000000873,1,1686425980017142300,0.05632,0.399104,0.0576,47.777024,119.08864,140.28544
0000000948,1,1686425980021253400,0.03968,0.44672,0.04096,45.409024,117.290496,138.338048
0000000874,1,1686425980217383400,0.041728,0.654592,0.042752,139.218432,209.926144,230.889728
0000000949,1,1686425980221447700,0.03712,0.464128,0.038144,137.977088,209.10848,230.247936
0000000875,1,1686425980417560000,0.038912,0.554496,0.03968,27.449856,95.725824,116.880128
0000000950,1,1686425980421653800,0.030976,0.434176,0.032,25.726464,92.985344,114.073344
0000000876,1,1686425980617815600,0.043008,0.571392,0.044032,121.101312,187.328768,208.261888
0000000951,1,1686425980621863700,0.038912,0.393984,0.039424,119.027968,185.741824,206.615552
0000000877,1,1686425980817847000,0.041728,0.393984,0.042496,214.436352,291.442432,312.596992
0000000952,1,1686425980822086700,0.054784,0.55552,0.056064,221.986816,309.687552,330.988544
0000000878,1,1686425981018054700,0.037888,0.468224,0.038912,26.65472,106.757632,128.08192
0000000953,1,1686425981022270500,0.033024,0.448256,0.034304,27.88864,143.762944,164.787712
0000000879,1,1686425981218409200,0.040192,0.642816,0.041216,147.123712,289.421824,310.678016
0000000954,1,1686425981222528500,0.053248,0.37888,0.054784,186.532096,340.783104,361.858304
0000000880,1,1686425981418800600,0.036352,0.593152,0.036864,110.773504,225.340672,246.609152
0000000955,1,1686425981422746600,0.029184,0.348672,0.029952,67.730176,247.634176,268.758784
0000000881,1,1686425981619148800,0.038144,0.50816,0.039168,47.976448,120.203264,141.490944
0000000956,1,1686425981622989000,0.041216,0.440064,0.041984,61.712128,128.88448,150.114048
0000000882,1,1686425981819467300,0.043008,0.4416,0.044032,144.276224,219.201792,240.137984
0000000957,1,1686425981823218000,0.037376,0.453632,0.0384,155.8912,224.57216,245.914112
0000000883,1,1686425982019661600,0.030208,0.40192,0.030976,33.899008,106.19136,127.18976
0000000958,1,1686425982023406300,0.02688,0.57856,0.027904,38.07488,104.289536,125.465856
0000000884,1,1686425982219910100,0.036352,0.48896,0.03712,128.030464,195.403264,216.592384
0000000959,1,1686425982223782100,0.038144,0.395776,0.039168,126.104064,193.624064,214.915584
0000000885,1,1686425982420057600,0.065024,0.628736,0.066304,230.916608,349.261824,370.476544
0000000960,1,1686425982423948500,0.05376,0.440576,0.054528,234.682368,358.5344,380.119552
0000000886,1,1686425982620305700,0.0704,0.623104,0.071424,33.508096,199.66464,220.914432
0000000961,1,1686425982623996400,0.033024,0.585984,0.033792,34.703616,205.992192,226.849536
0000000887,1,1686425982820306000,0.032,0.45056,0.03328,236.795648,367.336704,388.506624
0000000962,1,1686425982824260400,0.044032,0.713984,0.045312,17.280256,67.249664,88.282368
0000000888,1,1686425983020609500,0.025344,0.548096,0.025856,38.829568,212.790528,234.063616
0000000963,1,1686425983024500700,0.18304,0.59008,0.184576,109.257472,194.812672,215.887616
0000000889,1,1686425983220829200,0.030464,0.400384,0.031488,25.128448,93.160192,114.302208
0000000964,1,1686425983224548000,0.081152,0.438784,0.08192,227.345664,295.77472,317.01888
0000000890,1,1686425983421088000,0.042752,0.406272,0.043776,112.99328,167.712256,188.858112
0000000965,1,1686425983424772600,0.038912,0.402944,0.03968,27.597824,133.1072,154.509824
0000000891,1,1686425983621266000,0.040704,0.6144,0.041728,210.50752,295.346688,316.49792
0000000966,1,1686425983624936000,0.041472,0.569344,0.043008,157.737472,287.040256,308.4352
0000000892,1,1686425983821499600,0.041216,0.479232,0.04224,24.117504,116.200448,137.16096
0000000967,1,1686425983825128000,0.037888,0.524544,0.038912,27.184128,146.732288,167.718144
0000000893,1,1686425984021703400,0.040192,0.4096,0.041216,136.433152,203.875072,225.26848
0000000968,1,1686425984025305300,0.030976,0.486144,0.031744,176.347648,243.889408,265.213696
0000000894,1,1686425984221946600,0.043264,0.447488,0.044288,22.044416,89.223424,110.329088
0000000969,1,1686425984225492000,0.036608,0.445696,0.037888,59.475712,117.102592,138.3424
0000000895,1,1686425984422174700,0.04352,0.616704,0.044544,113.714688,183.45856,204.499456
0000000970,1,1686425984425702000,0.02688,0.286464,0.027648,138.70464,206.855168,227.784448
0000000896,1,1686425984622237700,0.030464,0.370432,0.031488,203.895552,288.760064,309.970176
0000000971,1,1686425984625904600,0.028416,0.438272,0.052992,17.164288,75.44448,96.607744
0000000897,1,1686425984822992600,0.022528,0.480256,0.02304,16.71936,130.820608,151.908864
0000000972,1,1686425984825994200,0.0384,0.41472,0.039168,99.590656,161.375232,182.683648
0000000898,1,1686425985023276500,0.041728,0.484864,0.043008,155.98336,230.814464,252.24064
0000000973,1,1686425985026103800,0.033792,0.576768,0.03456,185.9264,273.872896,295.483392
0000000899,1,1686425985223511300,0.036864,0.315136,0.037632,45.672192,122.385408,143.241984
0000000974,1,1686425985226307300,0.018432,0.50048,0.018688,24.287232,135.595264,156.8896
0000000975,1,1686425985426592500,0.034048,0.510464,0.03456,154.04544,215.831552,236.952832
0000000976,1,1686425985626831400,0.041472,0.443904,0.042496,28.20096,86.731008,108.033792
0000000977,1,1686425985827039700,0.059904,0.517376,0.061696,104.991744,193.403648,216.614144
0000000978,1,1686425986027183900,0.037376,0.510976,0.038656,216.629504,282.457344,303.450368
0000000979,1,1686425986227205400,0.029952,0.559872,0.030464,19.290624,111.00288,132.249088
0000000980,1,1686425986427570000,0.070912,0.641536,0.071936,140.310016,204.72192,226.644992
0000000981,1,1686425986627681000,0.03712,0.287488,0.037376,16.041216,72.159232,93.282048
0000000982,1,1686425986828003300,0.055296,0.5632,0.056576,91.916032,157.017088,178.225664
0000000983,1,1686425987028299500,0.03968,0.7104,0.040448,175.916288,237.897728,259.166464
0000000984,1,1686425987228333600,0.026368,0.629504,0.027136,52.608,114.551808,135.690752
0000000985,1,1686425987428402400,0.04736,0.56448,0.071168,137.56928,196.703744,217.863168
0000000986,1,1686425987628590600,0.04224,0.402944,0.043264,217.23136,285.71008,307.111168
0000000987,1,1686425987828760800,0.034304,0.552704,0.045312,19.606784,116.999424,138.16832
0000000988,1,1686425988028956700,0.027648,0.543488,0.028672,138.304,206.725632,227.851264
0000000989,1,1686425988229284600,0.050688,0.531968,0.052224,17.241344,71.44448,92.51328
0000000990,1,1686425988429489200,0.037376,0.392192,0.0384,107.60064,194.93248,217.277952
0000000991,1,1686425988629670400,0.075776,0.482816,0.077824,221.907712,290.100736,311.25376
0000000992,1,1686425988829985800,0.047872,0.527616,0.049152,23.021824,126.241536,147.689472
0000000993,1,1686425989030066200,0.04224,0.450816,0.043008,150.973696,213.606144,235.340288
0000000994,1,1686425989230274600,0.034304,0.455168,0.035328,29.293824,87.098112,108.139008
0000000995,1,1686425989430616800,0.029952,0.508928,0.030976,105.185536,164.152832,185.366272
0000000996,1,1686425989630872800,0.035072,0.388608,0.036096,188.572416,265.7216,286.93504
0000000997,1,1686425989831048700,0.0256,0.50304,0.026368,21.310464,120.037376,141.188096
0000000998,1,1686425990031330800,0.059648,0.49024,0.060672,144.525056,206.87488,227.907072
0000000999,1,1686425990231566800,0.03968,0.4992,0.040448,21.633792,95.278592,116.502528
